pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	abangle	annotation_H	annotation_L	imgt_H	imgt_L	sequence_raw	sequence_H	sequence_L	structure	structure_chothia	in_nr_set	curated_quality_dataset	split	date_parsed	has_light_chain
8rw9	D		0	E	protein		s-layer protein sap	STRUCTURAL PROTEIN	11/20/24	Domains 1 and 2 of Bacillus anthracis Sap S-layer in complex with Nb694	Bacillus anthracis; Lama glama	lama glama		bacillus anthracis	Sogues, A., Remaut, H.	1.99	X-RAY DIFFRACTION	0.249	0.209	False	True	IGHV3									sabdab_dataset/8rw9/annotation/8rw9_D_VH.ann		sabdab_dataset/8rw9/imgt/8rw9_D_H.ann		sabdab_dataset/8rw9/sequence/8rw9_raw.pdb	sabdab_dataset/8rw9/sequence/8rw9_D_VH.fa		sabdab_dataset/8rw9/structure/8rw9.pdb	sabdab_dataset/8rw9/structure/chothia/8rw9.pdb	True	False	train	2024-11-20	False
8rwb	H	L	0	P	protein		ul16-binding protein 6	IMMUNE SYSTEM	02/12/25	Crystal structure of ULBP6 in complex with a blocking antibody	Homo sapiens; synthetic construct	synthetic construct	synthetic construct	homo sapiens	Bharill, S., Chen, I., Ivic, N., Bahrami Dizicheh, Z., Wu, Y., Doamekpor, S., Koenig, P., Fuh, G.	2.307	X-RAY DIFFRACTION	0.287	0.216	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8rwb/abangle/8rwb.abangle	sabdab_dataset/8rwb/annotation/8rwb_H_VH.ann	sabdab_dataset/8rwb/annotation/8rwb_L_VL.ann	sabdab_dataset/8rwb/imgt/8rwb_H_H.ann	sabdab_dataset/8rwb/imgt/8rwb_L_L.ann	sabdab_dataset/8rwb/sequence/8rwb_raw.pdb	sabdab_dataset/8rwb/sequence/8rwb_H_VH.fa	sabdab_dataset/8rwb/sequence/8rwb_L_VL.fa	sabdab_dataset/8rwb/structure/8rwb.pdb	sabdab_dataset/8rwb/structure/chothia/8rwb.pdb	True	False	validation	2025-02-12	True
8rz0	B	b	0	A	protein		rh5-34em	IMMUNE SYSTEM	07/17/24	Synthetic immunogen RH5-34EM bound to monoclonal antibody R5.016	Homo sapiens; synthetic construct	homo sapiens		synthetic construct	Farrell, B., Harrison, T., Higgins, M.K.	1.63	X-RAY DIFFRACTION	0.206	0.191	True	True	unknown	unknown	unknown						sabdab_dataset/8rz0/abangle/8rz0.abangle	sabdab_dataset/8rz0/annotation/8rz0_B_VH.ann	sabdab_dataset/8rz0/annotation/8rz0_B_VL.ann	sabdab_dataset/8rz0/imgt/8rz0_B_H.ann	sabdab_dataset/8rz0/imgt/8rz0_B_L.ann	sabdab_dataset/8rz0/sequence/8rz0_raw.pdb	sabdab_dataset/8rz0/sequence/8rz0_B_VH.fa	sabdab_dataset/8rz0/sequence/8rz0_B_VL.fa	sabdab_dataset/8rz0/structure/8rz0.pdb	sabdab_dataset/8rz0/structure/chothia/8rz0.pdb	False	False	train	2024-07-17	True
8rz1	A	a	0	B	protein		rh5-34em	IMMUNE SYSTEM	07/17/24	Synthetic immunogen RH5-34EM bound to monoclonal antibody R5.034	Homo sapiens; synthetic construct	homo sapiens		synthetic construct	Farrell, B., Higgins, M.K.	1.75	X-RAY DIFFRACTION	0.218	0.198	True	True	unknown	unknown	unknown						sabdab_dataset/8rz1/abangle/8rz1.abangle	sabdab_dataset/8rz1/annotation/8rz1_A_VH.ann	sabdab_dataset/8rz1/annotation/8rz1_A_VL.ann	sabdab_dataset/8rz1/imgt/8rz1_A_H.ann	sabdab_dataset/8rz1/imgt/8rz1_A_L.ann	sabdab_dataset/8rz1/sequence/8rz1_raw.pdb	sabdab_dataset/8rz1/sequence/8rz1_A_VH.fa	sabdab_dataset/8rz1/sequence/8rz1_A_VL.fa	sabdab_dataset/8rz1/structure/8rz1.pdb	sabdab_dataset/8rz1/structure/chothia/8rz1.pdb	True	True	train	2024-07-17	True
8rz2	B	C	0	A	protein		reticulocyte binding protein 5	IMMUNE SYSTEM	07/17/24	PfRH5 bound to monoclonal antibody R5.034	Homo sapiens; Plasmodium falciparum	homo sapiens	homo sapiens	plasmodium falciparum	Farrell, B., Higgins, M.K.	2.4	X-RAY DIFFRACTION	0.305	0.255	False	True	IGHV3	IGLV1	Lambda						sabdab_dataset/8rz2/abangle/8rz2.abangle	sabdab_dataset/8rz2/annotation/8rz2_B_VH.ann	sabdab_dataset/8rz2/annotation/8rz2_C_VL.ann	sabdab_dataset/8rz2/imgt/8rz2_B_H.ann	sabdab_dataset/8rz2/imgt/8rz2_C_L.ann	sabdab_dataset/8rz2/sequence/8rz2_raw.pdb	sabdab_dataset/8rz2/sequence/8rz2_B_VH.fa	sabdab_dataset/8rz2/sequence/8rz2_C_VL.fa	sabdab_dataset/8rz2/structure/8rz2.pdb	sabdab_dataset/8rz2/structure/chothia/8rz2.pdb	False	False	validation	2024-07-17	True
8s0l	B		0	A	protein		transmembrane protease serine 2	PROTEASE/NANOBODY INHIBITOR	06/26/24	Crystal structure of the TMPRSS2 zymogen in complex with the nanobody A07	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Duquerroy, S., Fernandez, I., Rey, F.	1.8	X-RAY DIFFRACTION	0.215	0.177	False	True	IGHV1									sabdab_dataset/8s0l/annotation/8s0l_B_VH.ann		sabdab_dataset/8s0l/imgt/8s0l_B_H.ann		sabdab_dataset/8s0l/sequence/8s0l_raw.pdb	sabdab_dataset/8s0l/sequence/8s0l_B_VH.fa		sabdab_dataset/8s0l/structure/8s0l.pdb	sabdab_dataset/8s0l/structure/chothia/8s0l.pdb	True	True	train	2024-06-26	False
8s0n	B		0	A	protein		transmembrane protease serine 2	PROTEASE/NANOBODY INHIBITOR	06/26/24	Crystal structure of the TMPRSS2 zymogen in complex with the nanobody A07	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Duquerroy, S., Fernandez, I., Rey, F.	2.3	X-RAY DIFFRACTION	0.246	0.211	False	True	IGHV1									sabdab_dataset/8s0n/annotation/8s0n_B_VH.ann		sabdab_dataset/8s0n/imgt/8s0n_B_H.ann		sabdab_dataset/8s0n/sequence/8s0n_raw.pdb	sabdab_dataset/8s0n/sequence/8s0n_B_VH.fa		sabdab_dataset/8s0n/structure/8s0n.pdb	sabdab_dataset/8s0n/structure/chothia/8s0n.pdb	False	False	train	2024-06-26	False
8s6m	H	L	0	R	protein		spike protein s1	VIRAL PROTEIN	10/23/24	SARS-CoV-2 BQ.1.1 RBD bound to the S2V29 and the S2H97 Fab fragments	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Errico, J.M., Park, Y.J., Rietz, T., Czudnochowski, N., Nix, J.C., Cameroni, E., Corti, D., Snell, G., Marco, A.D., Pinto, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	1.67	X-RAY DIFFRACTION	0.203	0.184	False	True	IGHV3	IGLV2	Lambda						sabdab_dataset/8s6m/abangle/8s6m.abangle	sabdab_dataset/8s6m/annotation/8s6m_H_VH.ann	sabdab_dataset/8s6m/annotation/8s6m_L_VL.ann	sabdab_dataset/8s6m/imgt/8s6m_H_H.ann	sabdab_dataset/8s6m/imgt/8s6m_L_L.ann	sabdab_dataset/8s6m/sequence/8s6m_raw.pdb	sabdab_dataset/8s6m/sequence/8s6m_H_VH.fa	sabdab_dataset/8s6m/sequence/8s6m_L_VL.fa	sabdab_dataset/8s6m/structure/8s6m.pdb	sabdab_dataset/8s6m/structure/chothia/8s6m.pdb	True	False	train	2024-10-23	True
8s79	C		0	B	protein		nod-factor receptor 5	PLANT PROTEIN	11/06/24	Lotus japonicus NFR5 intracellular domain in complex with Nanobody 200	Lama glama; Lotus japonicus	lama glama		lotus japonicus	Hansen, S.B., Gysel, K., Andersen, K.R.	2.29	X-RAY DIFFRACTION	0.231	0.196	False	True	IGHV1									sabdab_dataset/8s79/annotation/8s79_C_VH.ann		sabdab_dataset/8s79/imgt/8s79_C_H.ann		sabdab_dataset/8s79/sequence/8s79_raw.pdb	sabdab_dataset/8s79/sequence/8s79_C_VH.fa		sabdab_dataset/8s79/structure/8s79.pdb	sabdab_dataset/8s79/structure/chothia/8s79.pdb	True	True	train	2024-11-06	False
8sdf	B	C	0	A	protein		spike protein s1	IMMUNE SYSTEM	03/13/24	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC25.4	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Wilson, I.A.	1.79	X-RAY DIFFRACTION	0.218	0.186	False	True	IGHV1	IGLV1	Lambda						sabdab_dataset/8sdf/abangle/8sdf.abangle	sabdab_dataset/8sdf/annotation/8sdf_B_VH.ann	sabdab_dataset/8sdf/annotation/8sdf_C_VL.ann	sabdab_dataset/8sdf/imgt/8sdf_B_H.ann	sabdab_dataset/8sdf/imgt/8sdf_C_L.ann	sabdab_dataset/8sdf/sequence/8sdf_raw.pdb	sabdab_dataset/8sdf/sequence/8sdf_B_VH.fa	sabdab_dataset/8sdf/sequence/8sdf_C_VL.fa	sabdab_dataset/8sdf/structure/8sdf.pdb	sabdab_dataset/8sdf/structure/chothia/8sdf.pdb	False	False	train	2024-03-13	True
8sfs	C		0	B	protein		green fluorescent protein	IMMUNE SYSTEM	05/22/24	High Affinity nanobodies against GFP	Aequorea victoria; Lama glama	lama glama		aequorea victoria	Ketaren, N.E., Rout, M.P., Bonnano, J.B., Almo, S.C.	2.37	X-RAY DIFFRACTION	0.218	0.19	False	True	IGHV1									sabdab_dataset/8sfs/annotation/8sfs_C_VH.ann		sabdab_dataset/8sfs/imgt/8sfs_C_H.ann		sabdab_dataset/8sfs/sequence/8sfs_raw.pdb	sabdab_dataset/8sfs/sequence/8sfs_C_VH.fa		sabdab_dataset/8sfs/structure/8sfs.pdb	sabdab_dataset/8sfs/structure/chothia/8sfs.pdb	True	True	validation	2024-05-22	False
8sfx	C		0	A	protein		green fluorescent protein	IMMUNE SYSTEM	05/22/24	High Affinity nanobodies against GFP	Aequorea victoria; Lama glama	lama glama		aequorea victoria	Ketaren, N.E., Rout, M.P., Bonanno, J.B., Almo, S.C.	1.95	X-RAY DIFFRACTION	0.228	0.21	False	True	IGHV1									sabdab_dataset/8sfx/annotation/8sfx_C_VH.ann		sabdab_dataset/8sfx/imgt/8sfx_C_H.ann		sabdab_dataset/8sfx/sequence/8sfx_raw.pdb	sabdab_dataset/8sfx/sequence/8sfx_C_VH.fa		sabdab_dataset/8sfx/structure/8sfx.pdb	sabdab_dataset/8sfx/structure/chothia/8sfx.pdb	True	True	train	2024-05-22	False
8sfz	A		0	F	protein		green fluorescent protein	IMMUNE SYSTEM	05/22/24	High Affinity nanobodies against GFP	Aequorea victoria; Lama glama	lama glama		aequorea victoria	Ketaren, N.E., Rout, M.P., Bonanno, J.B., Almo, S.C.	1.9	X-RAY DIFFRACTION	0.231	0.207	False	True	IGHV1									sabdab_dataset/8sfz/annotation/8sfz_A_VH.ann		sabdab_dataset/8sfz/imgt/8sfz_A_H.ann		sabdab_dataset/8sfz/sequence/8sfz_raw.pdb	sabdab_dataset/8sfz/sequence/8sfz_A_VH.fa		sabdab_dataset/8sfz/structure/8sfz.pdb	sabdab_dataset/8sfz/structure/chothia/8sfz.pdb	True	True	test	2024-05-22	False
8sgn	H	L	0	G	protein		envelope glycoprotein gp350	VIRAL PROTEIN/IMMUNE SYSTEM	04/17/24	Crystal structure of Epstein-Barr virus glycoprotein 350 (gp350) in complex with Cy651H02, a monoclonal antibody isolated from macaques immunized with a gp350 nanoparticle vaccine	Human herpesvirus 4; Macaca fascicularis	macaca fascicularis	macaca fascicularis	human herpesvirus 4	Joyce, M.G., Jensen, J.L., Chen, W.H., Kanekiyo, M.	2.2	X-RAY DIFFRACTION	0.237	0.193	False	True	IGHV4	IGLV2	Lambda						sabdab_dataset/8sgn/abangle/8sgn.abangle	sabdab_dataset/8sgn/annotation/8sgn_H_VH.ann	sabdab_dataset/8sgn/annotation/8sgn_L_VL.ann	sabdab_dataset/8sgn/imgt/8sgn_H_H.ann	sabdab_dataset/8sgn/imgt/8sgn_L_L.ann	sabdab_dataset/8sgn/sequence/8sgn_raw.pdb	sabdab_dataset/8sgn/sequence/8sgn_H_VH.fa	sabdab_dataset/8sgn/sequence/8sgn_L_VL.fa	sabdab_dataset/8sgn/structure/8sgn.pdb	sabdab_dataset/8sgn/structure/chothia/8sgn.pdb	True	False	validation	2024-04-17	True
8siq	H	L	0	A	protein		spike protein s1	IMMUNE SYSTEM	03/13/24	Crystal structure of SARS-CoV-2 spike receptor-binding domain in complex with broadly neutralizing antibodies CC25.36 and CV38-142 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Liu, H., Wilson, I.A.	2.5	X-RAY DIFFRACTION	0.287	0.247	False	True	IGHV3	IGLV1	Lambda						sabdab_dataset/8siq/abangle/8siq.abangle	sabdab_dataset/8siq/annotation/8siq_H_VH.ann	sabdab_dataset/8siq/annotation/8siq_L_VL.ann	sabdab_dataset/8siq/imgt/8siq_H_H.ann	sabdab_dataset/8siq/imgt/8siq_L_L.ann	sabdab_dataset/8siq/sequence/8siq_raw.pdb	sabdab_dataset/8siq/sequence/8siq_H_VH.fa	sabdab_dataset/8siq/sequence/8siq_L_VL.fa	sabdab_dataset/8siq/structure/8siq.pdb	sabdab_dataset/8siq/structure/chothia/8siq.pdb	True	False	train	2024-03-13	True
8sk5	B		0	A	protein		spike protein s1	ANTIVIRAL PROTEIN	08/16/23	Crystal structure of the SARS-CoV-2 neutralizing VHH 7A9 bound to the spike receptor binding domain	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Noland, C.L., Pande, K., Zhang, L., Zhou, H., Galli, J., Eddins, M., Gomez-Llorente, Y.	2.011	X-RAY DIFFRACTION	0.211	0.183	False	True	IGHV1									sabdab_dataset/8sk5/annotation/8sk5_B_VH.ann		sabdab_dataset/8sk5/imgt/8sk5_B_H.ann		sabdab_dataset/8sk5/sequence/8sk5_raw.pdb	sabdab_dataset/8sk5/sequence/8sk5_B_VH.fa		sabdab_dataset/8sk5/structure/8sk5.pdb	sabdab_dataset/8sk5/structure/chothia/8sk5.pdb	True	True	train	2023-08-16	False
8slb	H	L	0	A	protein		cobalt/magnesium transport protein cora	METAL TRANSPORT	06/07/23	X-ray structure of CorA N-terminal domain in complex with conformation-specific synthetic antibody C12	Homo sapiens; Thermotoga maritima MSB8	homo sapiens	homo sapiens	thermotoga maritima msb8	Dominik, P.K., Erramilli, S.K., Reddy, B.G., Kossiakoff, A.A.	2.04	X-RAY DIFFRACTION	0.218	0.166	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8slb/abangle/8slb.abangle	sabdab_dataset/8slb/annotation/8slb_H_VH.ann	sabdab_dataset/8slb/annotation/8slb_L_VL.ann	sabdab_dataset/8slb/imgt/8slb_H_H.ann	sabdab_dataset/8slb/imgt/8slb_L_L.ann	sabdab_dataset/8slb/sequence/8slb_raw.pdb	sabdab_dataset/8slb/sequence/8slb_H_VH.fa	sabdab_dataset/8slb/sequence/8slb_L_VL.fa	sabdab_dataset/8slb/structure/8slb.pdb	sabdab_dataset/8slb/structure/chothia/8slb.pdb	True	False	train	2023-06-07	True
8sos	D		0	A	protein		antigen-presenting glycoprotein cd1d	IMMUNE SYSTEM	12/13/23	Human CD1d presenting sphingomyelin C24:1 in complex with VHH nanobody 1D17	Homo sapiens; Lama glama	lama glama		homo sapiens	Shahine, A., Rossjohn, J.	2.33	X-RAY DIFFRACTION	0.23	0.209	False	True	IGHV1									sabdab_dataset/8sos/annotation/8sos_D_VH.ann		sabdab_dataset/8sos/imgt/8sos_D_H.ann		sabdab_dataset/8sos/sequence/8sos_raw.pdb	sabdab_dataset/8sos/sequence/8sos_D_VH.fa		sabdab_dataset/8sos/structure/8sos.pdb	sabdab_dataset/8sos/structure/chothia/8sos.pdb	True	True	train	2023-12-13	False
8sow	C	c	0	A	protein		interleukin-2	CYTOKINE	09/04/24	Structure of the complex formed by human interleukin-2 and scFv F10	Homo sapiens	homo sapiens		homo sapiens	Gould, J.R., Leonard, E.K., Cao, S.D., Spangler, J.B.	1.71	X-RAY DIFFRACTION	0.235	0.216	True	True	unknown	unknown	unknown						sabdab_dataset/8sow/abangle/8sow.abangle	sabdab_dataset/8sow/annotation/8sow_C_VH.ann	sabdab_dataset/8sow/annotation/8sow_C_VL.ann	sabdab_dataset/8sow/imgt/8sow_C_H.ann	sabdab_dataset/8sow/imgt/8sow_C_L.ann	sabdab_dataset/8sow/sequence/8sow_raw.pdb	sabdab_dataset/8sow/sequence/8sow_C_VH.fa	sabdab_dataset/8sow/sequence/8sow_C_VL.fa	sabdab_dataset/8sow/structure/8sow.pdb	sabdab_dataset/8sow/structure/chothia/8sow.pdb	True	True	validation	2024-09-04	True
8soz	C	c	0	A	protein		interleukin-2	CYTOKINE	09/04/24	Structure of the complex formed by human interleukin-2 and scFv 602	Homo sapiens	homo sapiens		homo sapiens	Gould, J.R., Leonard, E.K., Cao, S.D., Spangler, J.B.	1.64	X-RAY DIFFRACTION	0.25	0.219	True	True	unknown	unknown	unknown						sabdab_dataset/8soz/abangle/8soz.abangle	sabdab_dataset/8soz/annotation/8soz_C_VH.ann	sabdab_dataset/8soz/annotation/8soz_C_VL.ann	sabdab_dataset/8soz/imgt/8soz_C_H.ann	sabdab_dataset/8soz/imgt/8soz_C_L.ann	sabdab_dataset/8soz/sequence/8soz_raw.pdb	sabdab_dataset/8soz/sequence/8soz_C_VH.fa	sabdab_dataset/8soz/sequence/8soz_C_VL.fa	sabdab_dataset/8soz/structure/8soz.pdb	sabdab_dataset/8soz/structure/chothia/8soz.pdb	False	False	train	2024-09-04	True
8szy	A	B	0	T	protein		t-cell immunoreceptor with ig and itim domains	IMMUNE SYSTEM,PROTEIN BINDING	09/20/23	Crystal Structure of Heterotrimeric Anti-TIGIT Fabs in complex with human TIGIT	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Diong, S.J., Lee, P.S.	2.31	X-RAY DIFFRACTION	0.269	0.227	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/8szy/abangle/8szy.abangle	sabdab_dataset/8szy/annotation/8szy_A_VH.ann	sabdab_dataset/8szy/annotation/8szy_B_VL.ann	sabdab_dataset/8szy/imgt/8szy_A_H.ann	sabdab_dataset/8szy/imgt/8szy_B_L.ann	sabdab_dataset/8szy/sequence/8szy_raw.pdb	sabdab_dataset/8szy/sequence/8szy_A_VH.fa	sabdab_dataset/8szy/sequence/8szy_B_VL.fa	sabdab_dataset/8szy/structure/8szy.pdb	sabdab_dataset/8szy/structure/chothia/8szy.pdb	True	False	train	2023-09-20	True
8tbb	H	L	0	D	protein		t-cell immunoglobulin mucin receptor 3	IMMUNE SYSTEM	08/28/24	F9S, novel TIM-3 targeting antibody, bound to IgV domain of TIM-3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V., van Dyk, N., Mazor, Y., Yang, C.	2.5	X-RAY DIFFRACTION	0.241	0.191	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8tbb/abangle/8tbb.abangle	sabdab_dataset/8tbb/annotation/8tbb_H_VH.ann	sabdab_dataset/8tbb/annotation/8tbb_L_VL.ann	sabdab_dataset/8tbb/imgt/8tbb_H_H.ann	sabdab_dataset/8tbb/imgt/8tbb_L_L.ann	sabdab_dataset/8tbb/sequence/8tbb_raw.pdb	sabdab_dataset/8tbb/sequence/8tbb_H_VH.fa	sabdab_dataset/8tbb/sequence/8tbb_L_VL.fa	sabdab_dataset/8tbb/structure/8tbb.pdb	sabdab_dataset/8tbb/structure/chothia/8tbb.pdb	True	False	train	2024-08-28	True
8tft	H	L	0	G	protein		t-cell immunoglobulin mucin receptor 3	IMMUNE SYSTEM	08/28/24	Fab of O13-1 human IgG1 antibody bound to IgV domain of human TIM-3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V.Y., van Dyk, N., Mazor, Y., Yang, C.	2.3	X-RAY DIFFRACTION	0.271	0.244	False	True	IGHV3	IGLV3	Lambda						sabdab_dataset/8tft/abangle/8tft.abangle	sabdab_dataset/8tft/annotation/8tft_H_VH.ann	sabdab_dataset/8tft/annotation/8tft_L_VL.ann	sabdab_dataset/8tft/imgt/8tft_H_H.ann	sabdab_dataset/8tft/imgt/8tft_L_L.ann	sabdab_dataset/8tft/sequence/8tft_raw.pdb	sabdab_dataset/8tft/sequence/8tft_H_VH.fa	sabdab_dataset/8tft/sequence/8tft_L_VL.fa	sabdab_dataset/8tft/structure/8tft.pdb	sabdab_dataset/8tft/structure/chothia/8tft.pdb	True	False	train	2024-08-28	True
8trs	A	G	0	D	protein		ephrin type-a receptor 2	SIGNALING PROTEIN/IMMUNE SYSTEM	11/22/23	Structure of the EphA2 CRD bound to FabS1CE_C1, trigonal form	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Singer, A.U., Bruce, H.A., Blazer, L., Adams, J.J., Sicheri, F., Sidhu, S.S.	1.9	X-RAY DIFFRACTION	0.214	0.18	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8trs/abangle/8trs.abangle	sabdab_dataset/8trs/annotation/8trs_A_VH.ann	sabdab_dataset/8trs/annotation/8trs_G_VL.ann	sabdab_dataset/8trs/imgt/8trs_A_H.ann	sabdab_dataset/8trs/imgt/8trs_G_L.ann	sabdab_dataset/8trs/sequence/8trs_raw.pdb	sabdab_dataset/8trs/sequence/8trs_A_VH.fa	sabdab_dataset/8trs/sequence/8trs_G_VL.fa	sabdab_dataset/8trs/structure/8trs.pdb	sabdab_dataset/8trs/structure/chothia/8trs.pdb	False	False	train	2023-11-22	True
8ts0	H	L	0	A	protein		asialoglycoprotein receptor 1	SUGAR BINDING PROTEIN/IMMUNE SYSTEM	06/19/24	Crystal Structure of human ASGR1 CRD (Carbohydrate Recognition Domain) bound to 8M24 Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Sampathkumar, P., Li, Y.	1.7	X-RAY DIFFRACTION	0.205	0.173	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/8ts0/abangle/8ts0.abangle	sabdab_dataset/8ts0/annotation/8ts0_H_VH.ann	sabdab_dataset/8ts0/annotation/8ts0_L_VL.ann	sabdab_dataset/8ts0/imgt/8ts0_H_H.ann	sabdab_dataset/8ts0/imgt/8ts0_L_L.ann	sabdab_dataset/8ts0/sequence/8ts0_raw.pdb	sabdab_dataset/8ts0/sequence/8ts0_H_VH.fa	sabdab_dataset/8ts0/sequence/8ts0_L_VL.fa	sabdab_dataset/8ts0/structure/8ts0.pdb	sabdab_dataset/8ts0/structure/chothia/8ts0.pdb	True	False	train	2024-06-19	True
8tuz	H	L	0	A	protein		outer surface protein a	IMMUNE SYSTEM	08/28/24	Fab 857-2 in complex with OspA	Borreliella burgdorferi; Homo sapiens	homo sapiens	homo sapiens	borreliella burgdorferi	Rudolph, M.J., Mantis, N.	2.186	X-RAY DIFFRACTION	0.239	0.177	False	True	IGHV5	IGKV1	Kappa						sabdab_dataset/8tuz/abangle/8tuz.abangle	sabdab_dataset/8tuz/annotation/8tuz_H_VH.ann	sabdab_dataset/8tuz/annotation/8tuz_L_VL.ann	sabdab_dataset/8tuz/imgt/8tuz_H_H.ann	sabdab_dataset/8tuz/imgt/8tuz_L_L.ann	sabdab_dataset/8tuz/sequence/8tuz_raw.pdb	sabdab_dataset/8tuz/sequence/8tuz_H_VH.fa	sabdab_dataset/8tuz/sequence/8tuz_L_VL.fa	sabdab_dataset/8tuz/structure/8tuz.pdb	sabdab_dataset/8tuz/structure/chothia/8tuz.pdb	True	False	train	2024-08-28	True
8tv3	H	L	0	A	protein		outer surface protein a	IMMUNE SYSTEM	08/28/24	Fab 221-5 in complex with OspA	Borreliella burgdorferi B31; Homo sapiens	homo sapiens	homo sapiens	borreliella burgdorferi b31	Rudolph, M.J., Mantis, N.	2.312	X-RAY DIFFRACTION	0.227	0.199	False	True	IGHV5	IGKV3	Kappa						sabdab_dataset/8tv3/abangle/8tv3.abangle	sabdab_dataset/8tv3/annotation/8tv3_H_VH.ann	sabdab_dataset/8tv3/annotation/8tv3_L_VL.ann	sabdab_dataset/8tv3/imgt/8tv3_H_H.ann	sabdab_dataset/8tv3/imgt/8tv3_L_L.ann	sabdab_dataset/8tv3/sequence/8tv3_raw.pdb	sabdab_dataset/8tv3/sequence/8tv3_H_VH.fa	sabdab_dataset/8tv3/sequence/8tv3_L_VL.fa	sabdab_dataset/8tv3/structure/8tv3.pdb	sabdab_dataset/8tv3/structure/chothia/8tv3.pdb	False	False	train	2024-08-28	True
8u08	H	L	0	C	protein		10e8-gt11 epitope scaffold	IMMUNE SYSTEM	06/12/24	Crystal structure of 10E8-GT11 scaffold in complex with a human 10E8 inferred germline (10E8-iGL1)	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Irimia, A., Wilson, I.A.	1.98	X-RAY DIFFRACTION	0.236	0.186	False	True	IGHV3	IGLV3	Lambda						sabdab_dataset/8u08/abangle/8u08.abangle	sabdab_dataset/8u08/annotation/8u08_H_VH.ann	sabdab_dataset/8u08/annotation/8u08_L_VL.ann	sabdab_dataset/8u08/imgt/8u08_H_H.ann	sabdab_dataset/8u08/imgt/8u08_L_L.ann	sabdab_dataset/8u08/sequence/8u08_raw.pdb	sabdab_dataset/8u08/sequence/8u08_H_VH.fa	sabdab_dataset/8u08/sequence/8u08_L_VL.fa	sabdab_dataset/8u08/structure/8u08.pdb	sabdab_dataset/8u08/structure/chothia/8u08.pdb	False	False	train	2024-06-12	True
8u3s	B		0	A	protein		tudor-interacting repair regulator protein	RNA BINDING PROTEIN	09/04/24	Structure of human TIRR in complex with VHH4 nanobody	Homo sapiens; Lama glama	lama glama		homo sapiens	Botuyan, M.V., Mer, G.	1.85	X-RAY DIFFRACTION	0.271	0.214	False	True	IGHV3									sabdab_dataset/8u3s/annotation/8u3s_B_VH.ann		sabdab_dataset/8u3s/imgt/8u3s_B_H.ann		sabdab_dataset/8u3s/sequence/8u3s_raw.pdb	sabdab_dataset/8u3s/sequence/8u3s_B_VH.fa		sabdab_dataset/8u3s/structure/8u3s.pdb	sabdab_dataset/8u3s/structure/chothia/8u3s.pdb	True	True	train	2024-09-04	False
8udz	C	D	0	B	protein		transforming growth factor beta-1 proprotein	SIGNALING PROTEIN/IMMUNE SYSTEM	07/17/24	The Structure of LTBP-49247 Fab Bound to TGFbeta1 Small Latent Complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Streich Jr., F.C., Nicholls, S.B., Boston, C.J., Ramachandran, S.	2.21	X-RAY DIFFRACTION	0.264	0.232	False	True	IGHV3	IGLV6	Lambda						sabdab_dataset/8udz/abangle/8udz.abangle	sabdab_dataset/8udz/annotation/8udz_C_VH.ann	sabdab_dataset/8udz/annotation/8udz_D_VL.ann	sabdab_dataset/8udz/imgt/8udz_C_H.ann	sabdab_dataset/8udz/imgt/8udz_D_L.ann	sabdab_dataset/8udz/sequence/8udz_raw.pdb	sabdab_dataset/8udz/sequence/8udz_C_VH.fa	sabdab_dataset/8udz/sequence/8udz_D_VL.fa	sabdab_dataset/8udz/structure/8udz.pdb	sabdab_dataset/8udz/structure/chothia/8udz.pdb	True	False	train	2024-07-17	True
